WIDE_마트,WIDE_컬럼,GOLD_원천(테이블.컬럼),SILVER_원천(테이블.컬럼),BRONZE_원천(테이블),업무_의미(배포 COMMENT),WIDE→GOLD_확정도,계보_확정도,상태,상태_근거(실측)
WIDE_SERVICE_EVENT,CAMPAIGN_NAME,DIM_CAMPAIGN.CAMPAIGN_NAME,CRM_CAMPAIGN.CMPGN_NM,TC_CMMN_DTL_CD;TC_MKTNG_DTL_CD;TM_CM_BRND_MNG;TM_CM_CMPGN_MNG,,직접참조,컬럼확정,OK,비영 1/1 (100%)
WIDE_SERVICE_EVENT,CAMPAIGN_PROMO_METHOD,DIM_CAMPAIGN.PROMO_METHOD,CRM_CAMPAIGN.PR_MTH_CD,TC_CMMN_DTL_CD;TC_MKTNG_DTL_CD;TM_CM_BRND_MNG;TM_CM_CMPGN_MNG,,직접참조,컬럼확정,WAIT,전건 NULL (0/1)
WIDE_TARGET_BIZ,MONTH_KEY,FACT_TARGET_PROJECT.MONTH_KEY,CRM_BIZ_TARGET.MONTH_KEY,,,직접참조,컬럼확정,WAIT,`FACT_TARGET_PROJECT` 0행 — 원천 미입고
WIDE_TARGET_BIZ,CAL_YEAR,FACT_TARGET_PROJECT.MONTH_KEY,CRM_BIZ_TARGET.MONTH_KEY,,,직접참조,컬럼확정,WAIT,`FACT_TARGET_PROJECT` 0행 — 원천 미입고
WIDE_TARGET_BIZ,CAL_MONTH,FACT_TARGET_PROJECT.MONTH_KEY,CRM_BIZ_TARGET.MONTH_KEY,,,직접참조,컬럼확정,WAIT,`FACT_TARGET_PROJECT` 0행 — 원천 미입고
WIDE_TARGET_BIZ,ANNUAL_GOAL_CNT,FACT_TARGET_PROJECT.ANNUAL_GOAL_CNT,CRM_BIZ_TARGET.TARGET_CNT,,,직접참조,컬럼확정,WAIT,`FACT_TARGET_PROJECT` 0행 — 원천 미입고
WIDE_TARGET_BIZ,SUPP_GOAL_CNT,FACT_TARGET_PROJECT.SUPP_GOAL_CNT,CRM_BIZ_TARGET.TARGET_CNT,,,직접참조,컬럼확정,WAIT,`FACT_TARGET_PROJECT` 0행 — 원천 미입고
WIDE_TARGET_BIZ,ANNUAL_CUM_GOAL_CNT,FACT_TARGET_PROJECT.ANNUAL_CUM_GOAL_CNT,CRM_BIZ_TARGET.TARGET_CNT,,,직접참조,컬럼확정,WAIT,`FACT_TARGET_PROJECT` 0행 — 원천 미입고
WIDE_TARGET_BIZ,SUPP_CUM_GOAL_CNT,FACT_TARGET_PROJECT.SUPP_CUM_GOAL_CNT,CRM_BIZ_TARGET.TARGET_CNT,,,직접참조,컬럼확정,WAIT,`FACT_TARGET_PROJECT` 0행 — 원천 미입고
WIDE_TARGET_BIZ,ORG_CORP,DIM_ORG.CORP,CRM_ORG.DEPT_ID,TM_CM_DEPT_INFO,,직접참조,컬럼확정,WAIT,"전건 NULL (0/1,315)"
WIDE_TARGET_BIZ,ORG_DIVISION,DIM_ORG.DIVISION,CRM_ORG.DEPT_ID,TM_CM_DEPT_INFO,,직접참조,컬럼확정,WAIT,"전건 NULL (0/1,315)"
WIDE_TARGET_BIZ,ORG_DEPARTMENT,DIM_ORG.DEPARTMENT,CRM_ORG.DEPT_NM,TM_CM_DEPT_INFO,,직접참조,컬럼확정,OK,"비영 1,315/1,315 (100%)"
WIDE_TARGET_BIZ,ORG_TEAM,DIM_ORG.TEAM,CRM_ORG.DEPT_NM,TM_CM_DEPT_INFO,,직접참조,컬럼확정,WAIT,"전건 NULL (0/1,315)"
WIDE_TARGET_BIZ,SPONSORSHIP_BK,DIM_SPONSORSHIP.SPONSORSHIP_BK,CRM_SPONSORSHIP.SPNSR_BSNS_ID,TM_CM_SPNSR_BSNS_INFO,,직접참조,컬럼확정,OK,비영 51/51 (100%)
WIDE_TARGET_BIZ,SPONSORSHIP_NAME,DIM_SPONSORSHIP.SPONSORSHIP_NAME,CRM_SPONSORSHIP.SPNSR_BSNS_NM,TM_CM_SPNSR_BSNS_INFO,,직접참조,컬럼확정,OK,비영 51/51 (100%)
WIDE_TARGET_BIZ,CAMPAIGN_BK,DIM_CAMPAIGN.CAMPAIGN_BK,CRM_CAMPAIGN.CMPGN_CD,TC_CMMN_DTL_CD;TC_MKTNG_DTL_CD;TM_CM_BRND_MNG;TM_CM_CMPGN_MNG,,직접참조,컬럼확정,OK,비영 1/1 (100%)
WIDE_TARGET_BIZ,CAMPAIGN_BRAND,DIM_CAMPAIGN.BRAND,CRM_CAMPAIGN.BRND_NM,TC_CMMN_DTL_CD;TC_MKTNG_DTL_CD;TM_CM_BRND_MNG;TM_CM_CMPGN_MNG,,직접참조,컬럼확정,WAIT,전건 NULL (0/1)
WIDE_TARGET_BIZ,CAMPAIGN_NAME,DIM_CAMPAIGN.CAMPAIGN_NAME,CRM_CAMPAIGN.CMPGN_NM,TC_CMMN_DTL_CD;TC_MKTNG_DTL_CD;TM_CM_BRND_MNG;TM_CM_CMPGN_MNG,,직접참조,컬럼확정,OK,비영 1/1 (100%)
WIDE_TARGET_DEV,MONTH_KEY,FACT_TARGET_MEMBER_DEV.MONTH_KEY,CRM_DEV_TARGET.STDR_MT,TM_CM_MBER_DVLP_GOAL,,직접참조,컬럼확정,OK,"비영 10,677/10,677 (100%)"
WIDE_TARGET_DEV,CAL_YEAR,FACT_TARGET_MEMBER_DEV.MONTH_KEY,CRM_DEV_TARGET.STDR_MT,TM_CM_MBER_DVLP_GOAL,,직접참조,컬럼확정,OK,"비영 10,677/10,677 (100%)"
WIDE_TARGET_DEV,CAL_MONTH,FACT_TARGET_MEMBER_DEV.MONTH_KEY,CRM_DEV_TARGET.STDR_MT,TM_CM_MBER_DVLP_GOAL,,직접참조,컬럼확정,OK,"비영 10,677/10,677 (100%)"
WIDE_TARGET_DEV,DEV_TYPE,FACT_TARGET_MEMBER_DEV.DEV_TYPE,CRM_DEV_TARGET.MBER_DVLP_DIV_CD,TM_CM_MBER_DVLP_GOAL,,직접참조,컬럼확정,OK,"비영 10,677/10,677 (100%)"
WIDE_TARGET_DEV,GOAL_CNT,FACT_TARGET_MEMBER_DEV.GOAL_CNT,CRM_DEV_TARGET.GOAL_CNT,TM_CM_MBER_DVLP_GOAL,,직접참조,컬럼확정,OK,"비영 10,677/10,677 (100%)"
WIDE_TARGET_DEV,ORG_CORP,DIM_ORG.CORP,CRM_ORG.DEPT_ID,TM_CM_DEPT_INFO,,직접참조,컬럼확정,WAIT,"전건 NULL (0/1,315)"
WIDE_TARGET_DEV,ORG_DIVISION,DIM_ORG.DIVISION,CRM_ORG.DEPT_ID,TM_CM_DEPT_INFO,,직접참조,컬럼확정,WAIT,"전건 NULL (0/1,315)"
WIDE_TARGET_DEV,ORG_DEPARTMENT,DIM_ORG.DEPARTMENT,CRM_ORG.DEPT_NM,TM_CM_DEPT_INFO,,직접참조,컬럼확정,OK,"비영 1,315/1,315 (100%)"
WIDE_TARGET_DEV,ORG_TEAM,DIM_ORG.TEAM,CRM_ORG.DEPT_NM,TM_CM_DEPT_INFO,,직접참조,컬럼확정,WAIT,"전건 NULL (0/1,315)"
